oprtact,icd9,icd9_nodot,score,human_index,human_agreed,human_icd9,name
PA134,5771,5771,0.950,0,true,,Radical cystectomy
PA135,5733,5733,0.948,1,false,5633,Closed [transurethral] biopsy of bladder
PA136,5749,5749,1.000,1,false,5733,Other transurethral excision or destruction of lesion or tissue of bladder
PA137,6011,6011,0.960,1,false,6012,Closed [percutaneous] [needle] biopsy of prostate
PA138,600,600,0.934,0,true,,Incision of prostate
PA139,6062,6062,1.000,0,true,,Perineal prostatectomy
PA140,605,605,0.992,0,true,,Radical prostatectomy
PA141,623,623,1.000,0,true,,Unilateral orchiectomy
PA142,6373,6373,0.909,1,false,6371,Vasectomy
PA143,688,688,0.998,0,true,,Pelvic evisceration
PA144,6869,6869,0.956,1,false,6861,Other and unspecified radical abdominal hysterectomy
PA145,9984,9984,0.827,0,true,,Isolation
PA146,6629,6629,0.978,1,false,6639,Other bilateral endoscopic destruction or occlusion of fallopian tubes
PA147,6662,6662,0.750,1,false,6699,Salpingectomy with removal of tubal pregnancy
PA148,672,672,1.000,0,true,,Conization of cervix
PA149,403,403,0.957,1,false,4053,Regional lymph node excision
PA150,6999,6999,0.952,1,false,9984,Other operations on cervix and uterus
PA151,6859,6859,0.948,1,false,6849,Other and unspecified vaginal hysterectomy
PA152,6859,6859,0.919,1,false,6841,Other and unspecified vaginal hysterectomy
PA153,672,672,1.000,1,false,6739,Conization of cervix
PA154,254,254,1.000,0,true,,Radical glossectomy
PA155,4131,4131,1.000,1,false,9066,Biopsy of bone marrow
PA156,1501,1501,0.977,1,false,4826,Biopsy of extraocular muscle or tendon
PA157,1501,1501,0.895,1,false,3821,Biopsy of extraocular muscle or tendon
PA158,8409,8409,1.000,1,false,8400,Interthoracoscapular amputation
PA159,8417,8417,1.000,0,true,,Amputation above knee
PA160,8521,8521,1.000,1,false,8520,Local excision of lesion of breast
PA161,8521,8521,1.000,1,false,8520,Local excision of lesion of breast
PA162,8521,8521,0.945,1,false,8520,Local excision of lesion of breast
PA163,611,611,0.976,1,false,5523,Closed [percutaneous] [needle] biopsy of thyroid gland
PA164,8541,8541,1.000,1,false,8542,Unilateral simple mastectomy
PA165,8545,8545,1.000,1,false,8548,Unilateral radical mastectomy
PA166,6411,6411,0.945,2,false,8619,Biopsy of penis
PA167,8611,8611,1.000,1,false,6411,Closed biopsy of skin and subcutaneous tissue
PA168,8030,8030,0.954,1,false,2724,"Biopsy of joint structure, unspecified site"
PA169,811,811,0.970,0,true,,Biopsy of eyelid
PA170,9984,9984,1.000,0,true,,Isolation
PA171,403,403,1.000,1,false,4051,Regional lymph node excision
PA172,8321,8321,1.000,1,false,811,Open biopsy of soft tissue
PE010,3995,3995,0.978,1,false,5498,Hemodialysis
PE011,3322,3322,0.983,0,true,,Fiber-optic bronchoscopy
PE012,8938,8938,0.940,1,false,8958,Other nonoperative respiratory measurements
PE013,3323,3323,1.000,2,false,3321,Other bronchoscopy
PE014,3142,3142,0.890,1,false,2911,Laryngoscopy and other tracheoscopy
PE015,8958,8958,0.930,0,true,,Plethysmogram
PE017,8937,8937,1.000,1,false,8938,Vital capacity determination
PE019,3997,3997,1.000,0,true,,Other perfusion
PE020,9984,9984,1.000,0,true,,Isolation
PE021,9984,9984,1.000,0,true,,Isolation
PE022,8602,8602,0.887,1,false,1762,Injection or tattooing of skin lesion or defect
PE023,3022,3022,0.884,0,true,,Vocal cordectomy
PE024,3022,3022,0.910,0,true,,Vocal cordectomy
PE025,3022,3022,0.973,0,true,,Vocal cordectomy
PE026,613,613,0.843,1,false,8783,Excision or destruction of lesion or tissue of scrotum
PE027,47,47,0.888,1,false,1771,Insertion of three vascular stents
PE028,9221,9221,0.960,0,true,,Superficial radiation
PE029,1771,1771,0.998,1,false,8783,Non-coronary intra-operative fluorescence vascular angiography [IFVA]
PE030,9222,9222,0.869,0,true,,Orthovoltage radiation
PE031,1771,1771,0.911,1,false,8783,Non-coronary intra-operative fluorescence vascular angiography [IFVA]
PE032,1771,1771,0.875,1,false,8811,Non-coronary intra-operative fluorescence vascular angiography [IFVA]
PE033,1142,1142,0.996,1,false,4831,Thermocauterization of corneal lesion
PE034,1771,1771,0.916,1,false,1033,Non-coronary intra-operative fluorescence vascular angiography [IFVA]
PE035,745,745,0.983,1,false,719,Reimplantation of adrenal tissue
PE036,769,769,0.877,1,false,762,"Total excision of pituitary gland, unspecified approach"
PE037,73,73,0.933,1,false,719,Bilateral adrenalectomy
PE038,9964,9964,0.974,0,true,,Carotid sinus stimulation
PE039,8942,8942,0.903,1,false,8763,Masters' two-step stress test
PE040,9526,9526,1.000,1,false,8942,"Tonography, provocative tests, and other glaucoma testing"
PE041,769,769,0.886,1,false,762,"Total excision of pituitary gland, unspecified approach"
PE042,9964,9964,1.000,0,true,,Carotid sinus stimulation
PE043,9401,9401,0.939,1,false,8924,Administration of intelligence test
PE056,9984,9984,1.000,0,true,,Isolation
PE057,9339,9339,1.000,0,true,,Other physical therapy
PE058,9375,9375,1.000,1,false,9374,Other speech training and therapy
PE060,9174,9174,1.000,1,false,9055,"Microscopic examination of specimen from operative wound, parasitology"
PE061,1501,1501,0.897,1,false,9304,Biopsy of extraocular muscle or tendon
PE064,8872,8872,1.000,1,false,3728,Diagnostic ultrasound of heart
PE065,8952,8952,1.000,1,false,8951,Electrocardiogram
PE067,8937,8937,0.848,1,false,9395,Vital capacity determination
PE069,3424,3424,1.000,0,true,,Other pleural biopsy
PE071,8910,8910,0.911,1,false,8942,Intracarotid amobarbital test
PE072,9928,9928,0.994,1,false,9941,Injection or infusion of biological response modifier [BRM] as an antineoplastic agent
PE073,8937,8937,0.908,1,false,8938,Vital capacity determination
PE074,3997,3997,0.999,0,true,,Other perfusion
PE077,5498,5498,0.851,0,true,,Peritoneal dialysis
PE078,3995,3995,1.000,1,false,3927,Hemodialysis
PE079,3995,3995,1.000,1,false,3895,Hemodialysis
PE081,3995,3995,1.000,1,false,3895,Hemodialysis
PE083,8937,8937,1.000,1,false,8938,Vital capacity determination
PE084,8960,8960,0.994,1,false,8965,Continuous intra-arterial blood gas monitoring
PE085,12,12,1.000,1,false,9394,Administration of inhaled nitric oxide
PE112,9623,9623,1.000,1,false,4991,Dilation of anal sphincter
PE116,9983,9983,0.972,0,true,,Other phototherapy
PE117,9982,9982,0.996,0,true,,Ultraviolet light therapy
PE118,1171,1171,0.914,2,false,9395,Keratomileusis
PE119,9983,9983,1.000,0,true,,Other phototherapy
PE120,1171,1171,0.882,2,false,9395,Keratomileusis
PE121,9983,9983,1.000,0,true,,Other phototherapy
PE122,2591,2591,1.000,1,false,2592,Lingual frenotomy
PE201,9357,9357,1.000,1,false,9356,Application of other wound dressing
PE203,9924,9924,0.968,1,false,8592,Injection of other hormone
PE204,5497,5497,0.882,1,false,9917,Injection of locally-acting therapeutic substance into peritoneal cavity
PE205,5596,5596,0.976,1,false,390,Other injection of therapeutic substance into kidney
PE206,7696,7696,1.000,1,false,9923,Injection of therapeutic substance into temporomandibular joint
PE207,3892,3892,0.957,1,false,9908,Umbilical vein catheterization
PE208,2751,2751,0.993,1,false,6441,Suture of laceration of lip
PE209,9396,9396,1.000,0,true,,Other oxygen enrichment
PE210,331,331,1.000,1,false,101,Spinal tap
PE211,9782,9782,0.944,1,false,5491,Removal of peritoneal drainage device
PE212,3491,3491,1.000,1,false,3404,Thoracentesis
PE213,8191,8191,1.000,1,false,8292,Arthrocentesis
PE214,9738,9738,1.000,1,false,9743,Removal of sutures from head and neck
PE215,5794,5794,1.000,1,false,5711,Insertion of indwelling urinary catheter
PE216,8604,8604,1.000,1,false,4901,Other incision with drainage of skin and subcutaneous tissue
PE217,9984,9984,0.976,0,true,,Isolation
PE218,9984,9984,0.975,0,true,,Isolation
PE219,9701,9701,1.000,1,false,9634,Replacement of (naso-)gastric or esophagostomy tube
PE220,9394,9394,1.000,1,false,8937,Respiratory medication administered by nebulizer
PE221,9960,9960,1.000,1,false,9963,"Cardiopulmonary resuscitation, not otherwise specified"
PE222,9984,9984,1.000,0,true,,Isolation
PE223,3728,3728,0.998,1,false,8872,Intracardiac echocardiography
PE301,9633,9633,1.000,1,false,9631,Gastric lavage
PE302,9901,9901,0.923,0,true,,Exchange transfusion
PE303,9973,9973,1.000,1,false,9971,Therapeutic erythrocytapheresis
PE310,9984,9984,1.000,0,true,,Isolation
PE311,9984,9984,1.000,0,true,,Isolation
PE312,8879,8879,1.000,1,false,3,Other diagnostic ultrasound
PE313,9907,9907,0.777,1,false,8961,Transfusion of other serum
PE320,2103,2103,0.878,1,false,6732,Control of epistaxis by cauterization (and packing)
PE321,9933,9933,0.974,1,false,8942,Vaccination against tuberculosis
PE322,9723,9723,1.000,1,false,9737,Replacement of tracheostomy tube
PE323,9702,9702,1.000,1,false,4311,Replacement of gastrostomy tube
PE334,4413,4413,0.943,2,false,4449,Other gastroscopy
PE338,4292,4292,1.000,0,true,,Dilation of esophagus
PE341,4524,4524,1.000,0,true,,Flexible sigmoidoscopy
PE342,4523,4523,1.000,1,false,4524,Colonoscopy
PE343,4523,4523,1.000,1,false,4525,Colonoscopy
PE344,4523,4523,0.994,1,false,4836,Colonoscopy
PE345,8960,8960,0.849,1,false,8950,Continuous intra-arterial blood gas monitoring
PE346,9623,9623,1.000,1,false,4892,Dilation of anal sphincter
PE347,8932,8932,1.000,0,true,,Esophageal manometry
PE348,4516,4516,0.848,1,false,4291,Esophagogastroduodenoscopy [EGD] with closed biopsy
PE349,4311,4311,1.000,1,false,4432,Percutaneous [endoscopic] gastrostomy [PEG]
PE350,4516,4516,0.897,1,false,4443,Esophagogastroduodenoscopy [EGD] with closed biopsy
PE351,4836,4836,1.000,1,false,4342,[Endoscopic] polypectomy of rectum
PE354,4514,4514,0.989,1,false,9204,Closed [endoscopic] biopsy of small intestine
PE355,8919,8919,1.000,1,false,8914,Video and radio-telemetered electroencephalographic monitoring
PE356,4131,4131,1.000,0,true,,Biopsy of bone marrow
PE400,8919,8919,1.000,1,false,8914,Video and radio-telemetered electroencephalographic monitoring
PE401,8914,8914,1.000,0,true,,Electroencephalogram
PE402,8919,8919,1.000,1,false,8163,Video and radio-telemetered electroencephalographic monitoring
PE403,9543,9543,1.000,0,true,,Audiological evaluation
PE404,9546,9546,1.000,1,false,9547,Other auditory and vestibular function tests
PE405,9981,9981,1.000,1,false,117,Hypothermia (central) (local)
PE406,8917,8917,1.000,1,false,8918,Polysomnogram
PE407,8917,8917,1.000,1,false,8918,Polysomnogram
PE408,8917,8917,0.970,3,false,,Polysomnogram
PE409,9401,9401,1.000,1,false,9402,Administration of intelligence test
PE410,9984,9984,1.000,0,true,,Isolation
PE411,8961,8961,0.944,1,false,8950,Systemic arterial pressure monitoring
PE412,8932,8932,1.000,0,true,,Esophageal manometry
PE413,8932,8932,0.992,0,true,,Esophageal manometry
PE414,8932,8932,1.000,0,true,,Esophageal manometry
PE416,9394,9394,1.000,1,false,12,Respiratory medication administered by nebulizer
PE417,8960,8960,0.983,1,false,7538,Continuous intra-arterial blood gas monitoring
PE418,7538,7538,0.975,0,true,,Fetal pulse oximetry
PE419,9984,9984,1.000,0,true,,Isolation
PE420,9984,9984,1.000,0,true,,Isolation
PE421,9984,9984,1.000,0,true,,Isolation
PL079,8960,8960,1.000,1,false,7538,Continuous intra-arterial blood gas monitoring
PL088,8611,8611,0.986,1,false,8621,Closed biopsy of skin and subcutaneous tissue
PL089,864,864,0.983,1,false,822,Radical excision of skin lesion
PL308,9541,9541,1.000,2,false,9547,Audiometry
PT080,9231,9231,1.000,0,true,,Single source photon radiosurgery
PT083,8838,8838,1.000,1,false,9224,Other computerized axial tomography
PT086,9323,9323,1.000,1,false,6494,Fitting of orthotic device
PT087,3802,3802,0.913,0,true,,"Incision of vessel, other vessels of head and neck"
PT088,9323,9323,0.917,0,true,,Fitting of orthotic device
PT089,9323,9323,0.991,0,true,,Fitting of orthotic device
PT093,9241,9241,1.000,0,true,,Intra-operative electron radiation therapy
PT094,9241,9241,0.991,0,true,,Intra-operative electron radiation therapy
PT095,9224,9224,0.953,1,false,9225,Teleradiotherapy using photons
PT096,9224,9224,0.996,1,false,9241,Teleradiotherapy using photons
PT097,9221,9221,0.975,0,true,,Superficial radiation
PT110,8802,8802,1.000,0,true,,Other abdomen tomography
PT111,8847,8847,0.983,1,false,9958,Arteriography of other intra-abdominal arteries
PT115,9224,9224,1.000,1,false,9226,Teleradiotherapy using photons
PT129,9225,9225,0.944,1,false,9221,Teleradiotherapy using electrons
PT131,8897,8897,1.000,1,false,8896,Magnetic resonance imaging of other and unspecified sites
PT132,8704,8704,0.978,0,true,,Other tomography of head
PT133,9232,9232,0.950,2,false,9230,Multi-source photon radiosurgery
PT134,9230,9230,0.973,1,false,9239,"Stereotactic radiosurgery, not otherwise specified"
PT135,9239,9239,0.987,1,false,9230,"Stereotactic radiosurgery, not elsewhere classified"
PT136,8838,8838,1.000,1,false,8802,Other computerized axial tomography
PT137,8838,8838,0.898,1,false,8704,Other computerized axial tomography
PT143,9239,9239,0.922,0,true,,"Stereotactic radiosurgery, not elsewhere classified"
PT144,9221,9221,1.000,0,true,,Superficial radiation
PT162,9239,9239,1.000,0,true,,"Stereotactic radiosurgery, not elsewhere classified"
PT210,9225,9225,0.976,1,false,9224,Teleradiotherapy using electrons
PT222,8894,8894,0.947,1,false,8897,Magnetic resonance imaging of musculoskeletal
PT283,8838,8838,0.946,1,false,8704,Other computerized axial tomography
PT286,9352,9352,0.963,1,false,6494,Application of neck support
PT312,9241,9241,0.982,1,false,9227,Intra-operative electron radiation therapy
PT360,9239,9239,0.940,1,false,9230,"Stereotactic radiosurgery, not elsewhere classified"
PT361,9221,9221,0.946,2,false,9231,Superficial radiation
PT380,9241,9241,0.916,0,true,,Intra-operative electron radiation therapy
PT383,8838,8838,1.000,1,false,8704,Other computerized axial tomography
PT386,9534,9534,1.000,0,true,,Ocular prosthetics
PT389,9323,9323,1.000,0,true,,Fitting of orthotic device
PT394,9241,9241,1.000,0,true,,Intra-operative electron radiation therapy
PT395,8897,8897,1.000,1,false,32,Magnetic resonance imaging of other and unspecified sites
PT396,9231,9231,0.895,1,false,9239,Single source photon radiosurgery
PT412,9224,9224,0.929,1,false,9241,Teleradiotherapy using photons
PT429,9225,9225,0.981,1,false,9224,Teleradiotherapy using electrons
PT460,9239,9239,1.000,1,false,9231,"Stereotactic radiosurgery, not elsewhere classified"
PT461,9221,9221,0.896,3,false,,Superficial radiation
PT480,9241,9241,0.935,0,true,,Intra-operative electron radiation therapy
PT483,9224,9224,0.964,2,false,8704,Teleradiotherapy using photons
PT486,9225,9225,0.978,1,false,7812,Teleradiotherapy using electrons
PT494,9241,9241,0.922,0,true,,Intra-operative electron radiation therapy
PT496,9239,9239,0.917,2,false,9230,"Stereotactic radiosurgery, not elsewhere classified"
PT660,9225,9225,0.932,1,false,9231,Teleradiotherapy using electrons
PT661,9241,9241,0.994,3,false,,Intra-operative electron radiation therapy
PT680,9226,9226,0.989,3,false,,Teleradiotherapy of other particulate radiation
PT694,9224,9224,0.989,1,false,9241,Teleradiotherapy using photons
PT696,9224,9224,1.000,1,false,9241,Teleradiotherapy using photons
PT760,9221,9221,1.000,3,false,,Superficial radiation
PT761,9224,9224,1.000,1,false,9226,Teleradiotherapy using photons
PT780,9224,9224,1.000,1,false,9231,Teleradiotherapy using photons
PT794,9229,9229,0.999,1,false,9241,Other radiotherapeutic procedure
PT796,9984,9984,1.000,0,true,,Isolation
PT815,9224,9224,0.972,1,false,9225,Teleradiotherapy using photons
PT833,9224,9224,0.960,1,false,9221,Teleradiotherapy using photons
PT834,9226,9226,1.000,0,true,,Teleradiotherapy of other particulate radiation
PT835,9224,9224,0.954,1,false,9225,Teleradiotherapy using photons
PT843,9225,9225,0.903,2,false,9230,Teleradiotherapy using electrons
PT844,9241,9241,0.902,2,false,9239,Intra-operative electron radiation therapy
PT880,9224,9224,1.000,1,false,9225,Teleradiotherapy using photons
PT893,9224,9224,0.968,1,false,9225,Teleradiotherapy using photons
PT894,9224,9224,0.974,1,false,9225,Teleradiotherapy using photons
PT895,9225,9225,1.000,1,false,9224,Teleradiotherapy using electrons
PT901,9221,9221,0.974,0,true,,Superficial radiation
PT902,9225,9225,1.000,2,false,9224,Teleradiotherapy using electrons
PT903,9241,9241,1.000,2,false,9239,Intra-operative electron radiation therapy
PT904,9224,9224,0.989,1,false,9229,Teleradiotherapy using photons
PT905,9225,9225,1.000,1,false,9224,Teleradiotherapy using electrons
PT906,9241,9241,1.000,1,false,9225,Intra-operative electron radiation therapy
PT907,9225,9225,1.000,1,false,9221,Teleradiotherapy using electrons
PT912,9984,9984,1.000,0,true,,Isolation
PV002,6732,6732,0.923,1,false,1425,Destruction of lesion of cervix by cauterization
PV003,897,897,1.000,1,false,8936,General physical examination
PV004,897,897,1.000,1,false,8905,General physical examination
PV005,9984,9984,0.890,0,true,,Isolation
PV006,9984,9984,1.000,0,true,,Isolation
PV027,9921,9921,0.950,0,true,,Injection of antibiotic
PV028,9984,9984,1.000,0,true,,Isolation
PV305,9933,9933,0.981,1,false,9165,Vaccination against tuberculosis
PY001,9433,9433,1.000,1,false,9436,Behavior therapy
PY002,9984,9984,1.000,0,true,,Isolation
PY003,9401,9401,1.000,1,false,9402,Administration of intelligence test
PY004,9984,9984,1.000,0,true,,Isolation
PY005,9984,9984,1.000,0,true,,Isolation
PY006,9408,9408,1.000,1,false,9402,Other psychologic evaluation and testing
PY007,9419,9419,1.000,1,false,9412,Other psychiatric interview and evaluation
PY008,9427,9427,1.000,1,false,9424,Other electroshock therapy
PY009,9984,9984,1.000,0,true,,Isolation
PY010,9984,9984,1.000,0,true,,Isolation
PY011,9432,9432,0.846,0,true,,Hypnotherapy
PY013,9921,9921,0.950,0,true,,Injection of antibiotic
PY014,9917,9917,0.941,0,true,,Injection of insulin
PY015,5497,5497,0.931,1,false,3792,Injection of locally-acting therapeutic substance into peritoneal cavity
PY016,9918,9918,0.945,1,false,9908,Injection or infusion of electrolytes
PY020,9372,9372,0.935,0,true,,Dysphasia training
PY021,9337,9337,1.000,0,true,,Prenatal training
PY022,9371,9371,0.952,0,true,,Dyslexia training
PY023,9401,9401,1.000,1,false,9402,Administration of intelligence test
PY024,9401,9401,1.000,1,false,9408,Administration of intelligence test
PY025,9402,9402,1.000,1,false,9408,Administration of psychologic test
PY026,9439,9439,0.999,1,false,9438,Other individual psychotherapy
PY027,9444,9444,1.000,0,true,,Other group therapy
PY028,9384,9384,0.920,1,false,9444,Music therapy
PY029,9444,9444,0.940,0,true,,Other group therapy
PY030,9401,9401,1.000,1,false,9408,Administration of intelligence test
PY031,9337,9337,1.000,0,true,,Prenatal training
PY032,9372,9372,1.000,0,true,,Dysphasia training
PY033,9371,9371,0.949,0,true,,Dyslexia training
PY034,9401,9401,1.000,1,false,9402,Administration of intelligence test
PY035,9402,9402,1.000,1,false,9408,Administration of psychologic test
PY036,9401,9401,1.000,1,false,9408,Administration of intelligence test
PY037,9402,9402,0.996,1,false,9401,Administration of psychologic test
PY038,9444,9444,0.949,0,true,,Other group therapy
PY039,9433,9433,0.980,0,true,,Behavior therapy
PY040,9439,9439,1.000,1,false,9437,Other individual psychotherapy
PY041,9439,9439,1.000,1,false,9467,Other individual psychotherapy
PY042,9433,9433,1.000,1,false,9384,Behavior therapy
PY043,9442,9442,0.949,1,false,9445,Family therapy
PY044,9383,9383,1.000,0,true,,Occupational therapy
PY045,9436,9436,1.000,0,true,,Play psychotherapy
PY046,9438,9438,0.982,1,false,9436,Supportive verbal psychotherapy
PY047,9444,9444,1.000,0,true,,Other group therapy
PY048,9984,9984,1.000,0,true,,Isolation
PY049,9426,9426,0.957,1,false,9427,Subconvulsive electroshock therapy
PY050,9984,9984,1.000,0,true,,Isolation
Q0001,8944,8944,0.959,1,false,8950,Other cardiovascular stress test
Q0002,3721,3721,1.000,1,false,8964,Right heart cardiac catheterization
Q0003,8962,8962,1.000,1,false,8963,Central venous pressure monitoring
Q0004,110,110,1.000,1,false,116,Intracranial pressure monitoring
Q0005,8968,8968,1.000,1,false,8962,Monitoring of cardiac output by other technique
Q0006,9671,9671,0.990,1,false,9672,Continuous invasive mechanical ventilation for less than 96 consecutive hours
Q0007,9390,9390,0.991,1,false,9672,Non-invasive mechanical ventilation
Q0008,9672,9672,1.000,1,false,9671,Continuous invasive mechanical ventilation for 96 consecutive hours or more
Q0009,9670,9670,0.982,1,false,9672,Continuous invasive mechanical ventilation of unspecified duration
Q0010,9390,9390,1.000,1,false,9672,Non-invasive mechanical ventilation
Q0011,9396,9396,1.000,0,true,,Other oxygen enrichment
Q0012,9396,9396,1.000,0,true,,Other oxygen enrichment
Q0013,8961,8961,0.945,1,false,3826,Systemic arterial pressure monitoring
Q0014,7538,7538,1.000,0,true,,Fetal pulse oximetry
Q0015,8950,8950,1.000,1,false,8952,Ambulatory cardiac monitoring
Q0016,9984,9984,1.000,0,true,,Isolation
Q0017,9398,9398,1.000,1,false,9468,Other control of atmospheric pressure and composition
Q0018,9901,9901,0.898,0,true,,Exchange transfusion
Q0019,7534,7534,1.000,0,true,,Other fetal monitoring
Q0020,7534,7534,0.966,0,true,,Other fetal monitoring
Q0021,7534,7534,1.000,0,true,,Other fetal monitoring
Q0022,1770,1770,0.945,1,false,8606,Intravenous infusion of clofarabine
Q0023,1770,1770,1.000,1,false,481,Intravenous infusion of clofarabine
Q0024,9633,9633,0.904,2,false,9343,Gastric lavage
Q0025,9356,9356,0.880,1,false,9366,Application of pressure dressing
Q0026,9981,9981,1.000,0,true,,Hypothermia (central) (local)
Q0027,9395,9395,1.000,0,true,,Hyperbaric oxygenation
Q0028,9395,9395,1.000,0,true,,Hyperbaric oxygenation
Q0029,9397,9397,0.968,0,true,,Decompression chamber
Q0030,9998,9998,0.914,1,false,9307,Extraction of milk from lactating breast
Q0031,3761,3761,1.000,1,false,3966,Implant of pulsation balloon
Q0032,8878,8878,1.000,1,false,9217,Diagnostic ultrasound of gravid uterus
Q0033,7534,7534,1.000,0,true,,Other fetal monitoring
Q0034,8961,8961,1.000,1,false,8962,Systemic arterial pressure monitoring
Q0035,3964,3964,0.983,1,false,3778,Intraoperative cardiac pacemaker
Q0036,8889,8889,0.952,1,false,9307,Thermography of other sites
QS900,2501,2501,1.000,1,false,6011,Closed [needle] biopsy of tongue
QS901,9984,9984,1.000,0,true,,Isolation
QS902,7749,7749,0.951,1,false,3393,"Biopsy of bone, other bones"
QS904,2611,2611,0.934,1,false,8511,Closed [needle] biopsy of salivary gland or duct
QS907,1762,1762,1.000,1,false,5533,Laser interstitial thermal therapy [LITT] of lesion or tissue of head and neck under guidance
R1201,8749,8749,1.000,3,false,,Other chest x-ray
R3901,8779,8779,0.955,1,false,8759,Other x-ray of the urinary system
R3902,8860,8860,0.978,1,false,8779,"Phlebography using contrast material, unspecified site"
R5111,9997,9997,1.000,1,false,236,Fitting of denture
R5121,9997,9997,0.872,0,true,,Fitting of denture
R5123,8711,8711,0.941,0,true,,Full-mouth x-ray of teeth
R5301,8871,8871,1.000,1,false,8872,Diagnostic ultrasound of head and neck
R6901,8860,8860,0.983,1,false,1771,"Phlebography using contrast material, unspecified site"
R6902,9984,9984,1.000,0,true,,Isolation
R6903,8704,8704,0.955,0,true,,Other tomography of head
R7901,8894,8894,0.897,1,false,8891,Magnetic resonance imaging of musculoskeletal
R7902,8894,8894,1.000,1,false,8891,Magnetic resonance imaging of musculoskeletal
R7903,9202,9202,1.000,1,false,8752,Liver scan and radioisotope function study
RC001,4108,4108,1.000,1,false,4105,Allogeneic hematopoietic stem cell transplant with purging
RC002,4105,4105,1.000,1,false,4108,Allogeneic hematopoietic stem cell transpant without purging
RH001,9322,9322,1.000,1,false,9462,Ambulation and gait training
RH101,9335,9335,1.000,1,false,8883,Other heat therapy
RH102,8393,8393,0.939,1,false,9927,Removal of skeletal muscle stimulator
RH103,9426,9426,0.878,1,false,8953,Subconvulsive electroshock therapy
RH104,8874,8874,0.989,1,false,8871,Diagnostic ultrasound of digestive system
RH105,9,9,1.000,1,false,9335,Other therapeutic ultrasound
RH106,9984,9984,1.000,0,true,,Isolation
RH107,9321,9321,0.940,1,false,9341,Manual and mechanical traction
RH108,9341,9341,0.975,1,false,9342,Spinal traction using skull device
RH109,8944,8944,1.000,1,false,8943,Other cardiovascular stress test
RH110,9322,9322,1.000,1,false,9314,Ambulation and gait training
RH111,9312,9312,0.963,1,false,9319,Other active musculoskeletal exercise
RH112,9327,9327,1.000,1,false,9317,Stretching of muscle or tendon
RH113,9322,9322,1.000,1,false,9309,Ambulation and gait training
RH114,9984,9984,1.000,0,true,,Isolation
RH115,9316,9316,1.000,1,false,9314,Mobilization of other joints
RH116,8868,8868,1.000,0,true,,Impedance phlebography
RH117,9319,9319,0.953,1,false,9312,"Exercise, not elsewhere classified"
RH118,9322,9322,0.999,1,false,33,Ambulation and gait training
RH119,9393,9393,0.925,1,false,9318,Nonmechanical methods of resuscitation
RH121,9984,9984,1.000,0,true,,Isolation
RH123,9333,9333,1.000,2,false,9332,Other hydrotherapy
RH124,9332,9332,1.000,0,true,,Whirlpool treatment
RH125,8871,8871,1.000,1,false,8876,Diagnostic ultrasound of head and neck
RH126,9317,9317,0.957,1,false,9312,Other passive musculoskeletal exercise
RH127,9313,9313,1.000,1,false,9331,Resistive exercise
RH128,9312,9312,0.984,1,false,9317,Other active musculoskeletal exercise
RH129,9312,9312,0.907,1,false,9317,Other active musculoskeletal exercise
RH130,9319,9319,0.954,1,false,9312,"Exercise, not elsewhere classified"
RH131,9313,9313,1.000,0,true,,Resistive exercise
RH132,9,9,0.968,1,false,9312,Other therapeutic ultrasound
RH133,9321,9321,1.000,1,false,9342,Manual and mechanical traction
RH134,9321,9321,0.990,1,false,9342,Manual and mechanical traction
RH135,9923,9923,0.971,0,true,,Injection of steroid
RH136,9426,9426,1.000,1,false,9962,Subconvulsive electroshock therapy
RH137,9426,9426,1.000,1,false,9427,Subconvulsive electroshock therapy
RH138,9322,9322,0.996,1,false,9383,Ambulation and gait training
RH139,9389,9389,1.000,1,false,9314,"Rehabilitation, not elsewhere classified"
RH140,9322,9322,1.000,1,false,9383,Ambulation and gait training
RH141,9371,9371,0.982,0,true,,Dyslexia training
RH142,9372,9372,0.906,0,true,,Dysphasia training
RH143,9336,9336,0.911,0,true,,Cardiac retraining
RH145,9385,9385,1.000,0,true,,Vocational rehabilitation
RH146,9317,9317,0.984,1,false,9314,Other passive musculoskeletal exercise
RH147,9317,9317,0.941,1,false,9312,Other passive musculoskeletal exercise
RH148,9315,9315,0.904,0,true,,Mobilization of spine
RH149,9315,9315,1.000,0,true,,Mobilization of spine
RH150,9319,9319,1.000,1,false,9312,"Exercise, not elsewhere classified"
RH151,9331,9331,0.937,0,true,,Assisted exercise in pool
RH152,9322,9322,1.000,1,false,9383,Ambulation and gait training
RH153,9383,9383,1.000,0,true,,Occupational therapy
RH154,9377,9377,0.965,1,false,9322,Training in braille or moon
RH155,9364,9364,1.000,1,false,9335,"Osteopathic manipulative treatment using isotonic, isometric forces"
RH156,8609,8609,0.944,1,false,9,Other incision of skin and subcutaneous tissue
RH157,492,492,0.974,1,false,493,Implantation or replacement of peripheral neurostimulator lead(s)
RH158,8965,8965,0.934,1,false,8848,Measurement of systemic arterial blood gases
RH159,9331,9331,1.000,1,false,9338,Assisted exercise in pool
RH160,9322,9322,0.901,1,false,9331,Ambulation and gait training
RH161,9772,9772,0.700,1,false,9951,Removal of intrauterine pack
RH162,9927,9927,1.000,0,true,,Iontophoresis
RH163,6353,6353,0.986,1,false,399,Transplantation of spermatic cord
RH201,9383,9383,1.000,1,false,9324,Occupational therapy
RH202,9324,9324,1.000,1,false,9314,Training in use of prosthetic or orthotic device
